UNIX time;Local time;weighScale1 min;weighScale1 avg;weighScale1 max;genericSensor1 min;genericSensor1 avg;genericSensor1 max;temperature min;temperature avg;temperature max
1770038340;2026-02-02T15:19:00.000;9.809;9.865;9.9
1770038370;2026-02-02T15:19:30.000;9.826;9.863;9.893
1770039780;2026-02-02T15:43:00.000;11.098;11.178;11.23
1770039810;2026-02-02T15:43:30.000;11.14;11.187;11.231
1770039840;2026-02-02T15:44:00.000;11.155;11.225;11.294
1770039870;2026-02-02T15:44:30.000;11.227;11.295;11.384
1770039900;2026-02-02T15:45:00.000;11.24;11.282;11.337
1770038400;2026-02-02T15:20:00.000;9.838;9.876;9.919
1770038430;2026-02-02T15:20:30.000;8.589;17.728;27.014
1770038460;2026-02-02T15:21:00.000;22.334;22.393;22.489
